Brycen Hopkins (LAR - TE) ,JAC,Sun 4:05PM,LAR -12.5,,47.5,30,75,97,22,0.4,2500,0,0
,,,,,,,,,,,,,
Hunter Bryant (DET - TE) ,MIN,Sun 1:00PM,MIN -7,,46.5,20,107,98,-9,0,2500,0,0
,,,,,,,,,,,,,
Dan Arnold (JAC - TE) ,@LAR,Sun 4:05PM,LAR -12.5,,47.5,17.5,92,12,-80,0,3900,0,0
 I,,,,,,,,,,,,,
Tanner Hudson (SF - TE) ,@SEA,Sun 4:25PM,SF -3.5,,45.5,24.5,97,76,-21,0,2500,0,0
,,,,,,,,,,,,,
Brandon Dillon (MIN - TE) ,@DET,Sun 1:00PM,MIN -7,,46.5,27,101,84,-17,0,2500,0,0
,,,,,,,,,,,,,
Zach Davidson (MIN - TE) ,@DET,Sun 1:00PM,MIN -7,,46.5,27,125,125,0,0,2500,0,0
,,,,,,,,,,,,,
Bernhard Seikovits (ARI - TE) ,@CHI,Sun 1:00PM,ARI -7.5,,45.5,26.5,127,127,0,0,2500,0,0
,,,,,,,,,,,,,
Shane Zylstra (DET - TE) ,MIN,Sun 1:00PM,MIN -7,,46.5,20,128,128,0,0,2500,0,0
,,,,,,,,,,,,,
Clark Harris (CIN - TE) ,LAC,Sun 1:00PM,CIN -3,,50.5,27,76,37,-39,0,2500,0,0
,,,,,,,,,,,,,
Andrew DePaola (MIN - TE) ,@DET,Sun 1:00PM,MIN -7,,46.5,27,86,55,-31,0,2500,0,0
,,,,,,,,,,,,,
Patrick Scales (CHI - TE) ,ARI,Sun 1:00PM,ARI -7.5,,45.5,19,85,54,-31,0,2500,0,0
,,,,,,,,,,,,,
Beau Brinkley (ARI - TE) ,@CHI,Sun 1:00PM,ARI -7.5,,45.5,26.5,83,52,-31,0,2500,0,0
,,,,,,,,,,,,,
Levine Toilolo (NYG - TE) ,@MIA,Sun 1:00PM,MIA -4,,40.5,18.5,78,41,-37,0,2500,0,0
 I,,,,,,,,,,,,,
Tyler Ott (SEA - TE) ,SF,Sun 4:25PM,SF -3.5,,45.5,21,84,53,-31,0,2500,0,0
,,,,,,,,,,,,,
Jordan Matthews (SF - TE) ,@SEA,Sun 4:25PM,SF -3.5,,45.5,24.5,79,43,-36,0,2500,0,0
,,,,,,,,,,,,,
Tyler Kroft (NYJ - TE) ,PHI,Sun 1:00PM,PHI -6.5,,45.5,19.5,82,48,-34,0,2500,0,0
 I,,,,,,,,,,,,,
Paul Quessenberry (HOU - TE) ,IND,Sun 1:00PM,IND -9,,45.5,18.5,117,113,-4,0,2500,0,0
,,,,,,,,,,,,,
Eric Ebron (PIT - TE) ,BAL,Sun 4:25PM,BAL -4.5,,44,20,80,29,-51,0,2700,0,0
 I,,,,,,,,,,,,,
Alex Ellis (ARI - TE) ,@CHI,Sun 1:00PM,ARI -7.5,,45.5,26.5,88,59,-29,0,2500,0,0
,,,,,,,,,,,,,
Temarrick Hemingway (WAS - TE) ,@LV,Sun 4:05PM,LV -2.5,,49.5,23.5,87,57,-30,0,2500,0,0
,,,,,,,,,,,,,
Maxx Williams (ARI - TE) ,@CHI,Sun 1:00PM,ARI -7.5,,45.5,26.5,81,46,-35,0,2500,0,0
 I,,,,,,,,,,,,,
Derek Carrier (LV - TE) ,WAS,Sun 4:05PM,LV -2.5,,49.5,26,77,40,-37,0,2500,0,0
 I,,,,,,,,,,,,,
Jason Croom (PHI - TE) ,@NYJ,Sun 1:00PM,PHI -6.5,,45.5,26,90,67,-23,0,2500,0,0
 I,,,,,,,,,,,,,
Tyrone Swoopes (WAS - TE) ,@LV,Sun 4:05PM,LV -2.5,,49.5,23.5,91,68,-23,0,2500,0,0
,,,,,,,,,,,,,
Johnny Mundt (LAR - TE) ,JAC,Sun 4:05PM,LAR -12.5,,47.5,30,89,66,-23,0,2500,0,0
 I,,,,,,,,,,,,,
David Wells (ARI - TE) ,@CHI,Sun 1:00PM,ARI -7.5,,45.5,26.5,94,70,-24,0,2500,0,0
 I,,,,,,,,,,,,,
Dylan Cantrell (WAS - TE) ,@LV,Sun 4:05PM,LV -2.5,,49.5,23.5,96,74,-22,0,2500,0,0
 I,,,,,,,,,,,,,
Deon Yelder (NYG - TE) ,@MIA,Sun 1:00PM,MIA -4,,40.5,18.5,98,77,-21,0,2500,0,0
,,,,,,,,,,,,,
Matt Sokol (JAC - TE) ,@LAR,Sun 4:05PM,LAR -12.5,,47.5,17.5,106,94,-12,0,2500,0,0
,,,,,,,,,,,,,
Jaeden Graham (ATL - TE) ,TB,Sun 1:00PM,TB -11,,50.5,20,100,81,-19,0,2500,0,0
 I,,,,,,,,,,,,,
Ryan Izzo (SEA - TE) ,SF,Sun 4:25PM,SF -3.5,,45.5,21,95,73,-22,0,2500,0,0
,,,,,,,,,,,,,
Sammis Reyes (WAS - TE) ,@LV,Sun 4:05PM,LV -2.5,,49.5,23.5,122,121,-1,0,2500,0,0
,,,,,,,,,,,,,
Charlie Taumoepeau (DET - TE) ,MIN,Sun 1:00PM,MIN -7,,46.5,20,110,104,-6,0,2500,0,0
,,,,,,,,,,,,,
Eli Wolf (IND - TE) ,@HOU,Sun 1:00PM,IND -9,,45.5,27.5,114,109,-5,0,2500,0,0
,,,,,,,,,,,,,
Jace Sternberger (PIT - TE) ,BAL,Sun 4:25PM,BAL -4.5,,44,20,104,92,-12,0,2500,0,0
,,,,,,,,,,,,,
Jared Pinkney (LAR - TE) ,JAC,Sun 4:05PM,LAR -12.5,,47.5,30,108,99,-9,0,2500,0,0
,,,,,,,,,,,,,
Tyler Mabry (SEA - TE) ,SF,Sun 4:25PM,SF -3.5,,45.5,21,113,108,-5,0,2500,0,0
,,,,,,,,,,,,,
Jesper Horsted (CHI - TE) ,ARI,Sun 1:00PM,ARI -7.5,,45.5,19,102,86,-16,0,2500,0,0
,,,,,,,,,,,,,
